key; value
108112; Rystad
108113; Östra Harg
108114; Östra Skrukeby
108115; Gistad
108116; Lillkyrka
108117; Skärkind
108118; Kimstad
108119; Västra Husby
108120; Söderköpings Sankt Laurentii
108121; Tingstad
108122; Å
108123; Tåby
108124; Kuddby
108125; Östra Ny
108126; Rönö
108127; Jonsberg
108128; Motala
108129; Brunneby
108130; Kristberg
108131; Ljung
108132; Stjärnorp
108133; Vånga
108134; Kullerstad
108135; Borg
108136; Vrinnevi
108137; Norrköpings Sankt Johannes
108138; Norrköpings Sankt Olai
108139; Norrköpings Matteus
108140; Östra Eneby
108141; Styrstad
108142; Furingstad
108143; Norrköpings Hedvig
108144; Dagsberg
108145; Konungsund
108146; Östra Stenby
108147; Östra Husby
108148; Häradshammar
108149; Västra Ny
108150; Svärtinge
108151; Kvillinge
108152; Krokek
108153; Kvarsebo
108154; Godegård
108155; Tjällmo
108156; Hällestad
108157; Risinge
108158; Simonstorp
108159; Regna
108160; Skedevi
109001; Öckerö
109002; Torslanda
109003; Brunnsbo
109004; Björlanda
109005; Backa
109006; Bäckebol
109007; Torsby
109008; Harestad
109009; Säve
109010; Ytterby
109011; Rödbo
109012; Kungälv
109013; Lycke
109014; Klädesholmen
109015; Marstrand
109016; Rönnäng
109017; Hålta
109018; Kareby
109019; Solberga
109020; Romelanda
109021; Stenkyrka
109022; Klövedal
109023; Valla
109024; Jörlanda
109025; Spekeröd
109026; Käringön
109027; Mollösund
109028; Tegneby
109029; Stala
109030; Norum
109031; Långelanda
109032; Ödsmål
109033; Ucklum
109034; Västerlanda
109035; Gullholmen
109036; Skaftö
109037; Morlanda
109038; Röra
109039; Myckleby
109040; Ljung
109041; Resteröd
109042; Grinneröd
109043; Hjärtum
109044; Dragsmark
109045; Lysekil
109046; Lyse
109047; Torp
109048; Bokenäs
109049; Högås
109050; Forshälla
109051; Smögen
109052; Malmön
109053; Kungshamn
109054; Askum
109055; Bro
109056; Brastad
109057; Skredsvik
109058; Herrestad
109059; Bäve
109060; Uddevalla
109061; Lane-Ryr
109062; Hunnebostrand
109063; Tossene
109064; Foss
109065; Fjällbacka
109066; Svenneby
109067; Bottna
109068; Bärfendal
109069; Håby
109070; Svarteborg
109071; Hede
109072; Kville
109073; Sanne
109074; Tanum
109075; Mo
109076; Krokstad
109077; Lur
109078; Naverstad
109079; Tjärnö
109080; Skee
109081; Strömstad
109082; Näsinge
109083; Hogdal
109084; Lommeland
110001; Valbo-Ryr
110002; Torp
110003; Ödeborg
110004; Frändefors
110005; Gestad
110006; Färgelanda
110007; Sundals-Ryr
110008; Brålanda
110009; Bolstad
110010; Högsäter
110011; Erikstad
110012; Ör
110013; Grinstad
110014; Järn
110015; Rännelanda
110016; Lerdal
110017; Råggärd
110018; Järbo
110019; Gunnarsnäs
110020; Dalskog
110021; Holm
110022; Gesäter
110023; Rölanda
110024; Bäcke
110025; Ödskölt
110026; Skållerud
110027; Ånimskog
110028; Töftedal
110029; Dals-Ed
110030; Tisselskog
110031; Steneby
110032; Fröskog
110033; Tösse-Tydje
110034; Håbol
110035; Åmål
110036; Ärtemark
110037; Laxarby
110038; Edsleskog
110039; Mo
110040; Nössemark
110041; Torrskog
110042; Vårvik
211001; Hammar
211002; Askersund
211003; Bo
211004; Ramundeboda
211005; Snavlunda
211006; Lerbäck
211007; Svennevad
211008; Skagershult
211009; Tångeråsa
211010; Viby
211011; Hallsberg
211012; Asker
211013; Nysund
211014; Hardemo
211015; Hackvad
211016; Edsberg
211017; Kräcklinge
211018; Kumla
211019; Ekeby
211020; Sköllersta
211021; Lännäs
211022; Kvistbro
211023; Knista
211024; Hidinge
211025; Vintrosa
211026; Täby
211027; Mosjö
211028; Adolfsberg
211029; Gällersta
211030; Örebro Nikolai
211031; Almby
211032; Norrbyås
211033; Stora Mellösa
211034; Tysslinge
211035; Gräve
211036; Längbro
211037; Örebro Mikael
211038; Örebro Olaus Petri
211039; Hovsta
211040; Rinkaby
211041; Glanshammar
211042; Lillkyrka-Ödeby
211043; Götlunda
211044; Kil
211045; Axberg
212001; Oxelösund
212002; Lunda
212003; Tunaberg
212004; Kila
212005; Tuna
212006; Bergshammar
212007; Nyköpings Sankt Nicolai
212008; Nyköpings Alla Helgona
212009; Svärta
212010; Tystberga-Bälinge
212011; Torö
212012; Björkvik
212013; Vrena
212014; Stigtomta
212015; Runtuna
212016; Västerljung
212017; Trosa-Vagnhärad
212018; Östra Vingåker
212019; Nävertorp
212020; Stora Malm
212021; Lerbo
212022; Bettna
212023; Blacksta
212024; Råby-Rönö och Ripsa
212025; Årdala
212026; Lid
212027; Ludgo-Spelvik
212028; Lästringe
212029; Trosa stadsdistrikt
212030; Mörkö
212031; Ösmo
212032; Nynäshamn
212033; Utö
212034; Västra Vingåker
212035; Katrineholm
212036; Sköldinge
212037; Vadsbro
212038; Forsa
212039; Flen
212040; Helgesta-Hyltinge
212041; Björnlunda
212042; Frustuna
212043; Vårdinge
212044; Hölö
212045; Sorunda
212046; Muskö
212047; Ornö
212048; Österåker
212049; Julita
212050; Floda
212051; Mellösa
212052; Lilla Malma
212053; Gryt
212054; Gåsinge-Dillnäs
212055; Överjärna
212056; Ytterjärna
212057; Grödinge
212058; Västerhaninge
212059; Österhaninge
212060; Nämdö
212061; Näshulta
212062; Ärla
212063; Dunker
212064; Åker
212065; Mariefred
212066; Turinge
212067; Taxinge
212068; Tveta
212069; Västertälje
212070; Södertälje
212071; Östertälje
212072; Salem
212073; Tullinge
212074; Tumba
212075; Flemingsberg
212076; Huddinge
212077; Trångsund
212078; Tyresö
212079; Dalarö
212080; Västermo
212081; Öja
212082; Gillberga
212083; Lista
212084; Husby-Rekarne
212085; Stenkvista
212086; Länna
212087; Härad
212088; Toresund
212089; Enhörna
212090; Botkyrka
212091; Huddinge Sankt Mikael
212092; Skärholmen
212093; Vantör
212094; Farsta
212095; Skarpnäck
212096; Brännkyrka
212097; Enskede
212098; Hägersten
212099; Högalid
212100; Stockholms Katarina
212101; Stockholms Maria Magdalena
212102; Stockholms Sofia
212103; Saltsjöbaden
212104; Nacka
212105; Kung Karl
212106; Torpa
212107; Råby-Rekarne
212108; Hällby
212109; Tumbo
212110; Eskilstuna Fors
212111; Eskilstuna Kloster
212112; Torshälla
212113; Kafjärden
212114; Strängnäs domkyrkodistrikt
212115; Överselö
212116; Ytterselö
212117; Vårfruberga
212118; Aspö
213001; Eskilsäter
213002; Millesvik
213003; Ölserud
213004; Botilsäter
213005; Södra Råda
213006; Rudskoga
213007; Tveta
213008; Säffle
213009; Södra Ny-Huggenäs
213010; Visnums-Kil
213011; Visnum
213012; Svanskog
213013; Kila
213014; Bro
213015; Degerfors
213016; Trankil
213017; Blomskog
213018; Sillerud
213019; Långserud
213020; Ed
213021; Segerstad
213022; Hammarö
213023; Väse
213024; Kristinehamn
213025; Västra Fågelvik
213026; Silbodal
213027; Gillberga
213028; Borgvik
213029; Grums
213030; Västerstrand
213031; Nor
213032; Karlstads domkyrkodistrikt
213033; Norrstrand
213034; Östra Fågelvik
213035; Ölme
213036; Bjurtjärn
213037; Karlskoga
213038; Holmedal
213039; Glava
213040; Stavnäs
213041; Värmskog
213042; Grava
213043; Forshaga
213044; Alster
213045; Lungsund
213046; Töcksmark
213047; Karlanda
213048; Högerud
213049; Boda
213050; Frykerud
213051; Stora Kil
213052; Nedre Ullerud
213053; Storfors
213054; Östervallskog
213055; Älgå
213056; Arvika stadsdistrikt
213057; Arvika landsdistrikt
213058; Brunskog
213059; Övre Ullerud
213060; Nyed
213061; Brattfors
213062; Kroppa
213063; Järnskog
213064; Köla
213065; Ny
213066; Mangskog
213067; Västra Ämtervik
213068; Östra Ämtervik
213069; Älvsbacka
213070; Filipstad
213071; Skillingmark
213072; Gunnarskog
213073; Ransäter
213074; Munkfors
213075; Sunnemo
213076; Eda
213077; Gräsmark
213078; Sunne
213079; Norra Råda
213080; Nordmark
213081; Gåsborn
213082; Lysvik
213083; Hagfors
213084; Bogen
213085; Gustav Adolf
213086; Rämmen
213087; Lekvattnet
213088; Fryksände
213089; Ekshärad
213090; Östmark
213091; Vitsand
213092; Norra Ny
213093; Nyskoga
213094; Södra Finnskoga
213095; Dalby
213096; Norra Finnskoga
214001; Arboga landsdistrikt
214002; Viker
214003; Arboga stadsdistrikt
214004; Björskog
214005; Nora
214006; Ervalla
214007; Näsby
214008; Fellingsbro
214009; Medåker
214010; Himmeta-Bro
214011; Köping
214012; Kungs-Barkarö
214013; Kolbäck
214014; Rytterne
214015; Barkarö
214016; Grythyttan
214017; Lindesberg
214018; Västra Skedvi
214019; Kolsva
214020; Munktorp
214021; Berg
214022; Säby
214023; Hallstahammar
214024; Dingtuna
214025; Lundby
214026; Västerås domkyrkodistrikt
214027; Kärrbo
214028; Viksäng
214029; Irsta
214030; Ängsö
214031; Kungsåra
214032; Järnboås
214033; Guldsmedshyttan
214034; Hed
214035; Odensvi
214036; Sura
214037; Lillhärad
214038; Skerike
214039; Gideonsberg
214040; Önsta
214041; Badelunda
214042; Hubbo
214043; Tillberga
214044; Tortuna
214045; Björksta
214046; Ramsberg
214047; Gunnilbo
214048; Skultuna
214049; Haraker
214050; Romfartuna
214051; Sevalla
214052; Hällefors
214053; Hjulsjö
214054; Skinnskatteberg
214055; Ramnäs
214056; Fläckebo
214057; Kumla
214058; Ljusnarsberg
214059; Västanfors
214060; Västervåla
214061; Västerfärnebo
214062; Kila
214063; Sala
214064; Grängesberg
214065; Karbenning
214066; Norberg
214067; Möklinta
215001; Ekerö
215002; Lovö
215003; Essinge
215004; Ingarö
215005; Djurö
215006; Adelsö
215007; Munsö
215008; Färingsö
215009; Hässelby
215010; Viksjö
215011; Vällingby
215012; Västerled
215013; Bromma
215014; Spånga
215015; Barkarby
215016; Sundbyberg
215017; Kista
215018; Stockholms Sankt Göran
215019; Kungsholmen
215020; Stockholms domkyrkodistrikt
215021; Stockholms Sankt Matteus
215022; Stockholms Gustav Vasa
215023; Stockholms Adolf Fredrik
215024; Råsunda
215025; Stockholms Sankt Johannes
215026; Stockholms Hedvig Eleonora
215027; Stockholms Oscar
215028; Stockholms Engelbrekt
215029; Solna
215030; Danderyd
215031; Lidingö
215032; Boo
215033; Vaxholm
215034; Gustavsberg
215035; Värmdö
215036; Kungs-Husby
215037; Torsvi
215038; Veckholm
215039; Låssa
215040; Kungsängen-Västra Ryd
215041; Kallhäll
215042; Jakobsberg
215043; Sollentuna
215044; Fresta
215045; Täby
215046; Österåker-Östra Ryd
215047; Möja
215048; Teda
215049; Enköpings-Näs
215050; Svinnegarn
215051; Vallby
215052; Lillkyrka
215053; Boglösa
215054; Villberga
215055; Hacksta
215056; Löt
215057; Kalmar
215058; Bro
215059; Yttergran
215060; Håbo-Tibble
215061; Ed
215062; Hammarby
215063; Norrsunda-Skånela
215064; Vallentuna
215065; Angarn
215066; Vada
215067; Össeby-Garn
215068; Roslags-Kulla och Ljusterö
215069; Bred
215070; Sparrsätra
215071; Tillinge
215072; Enköping
215073; Härkeberga
215074; Litslena
215075; Husby-Sjutolft
215076; Övergran
215077; Hjälsta
215078; Kulla
215079; Håtuna
215080; Sigtuna Sankt Per
215081; Häggeby
215082; Sigtuna
215083; Sigtuna Sankt Olof
215084; Valsta
215085; Haga
215086; Husby-Ärlinghundra och Odensala
215087; Markim
215088; Orkesta
215089; Frösunda
215090; Kårsta
215091; Riala
215092; Rö
215093; Länna
215094; Blidö
215095; Simtuna
215096; Frösthult
215097; Härnevi
215098; Torstuna
215099; Långtora
215100; Biskopskulla
215101; Fröslunda
215102; Nysätra
215103; Giresta
215104; Fittja
215105; Gryta
215106; Balingsta
215107; Holm
215108; Skokloster
215109; Västeråker
215110; Dalby
215111; Vassunda
215112; Knivsta
215113; Alsike
215114; Östuna
215115; Skepptuna
215116; Husby-Långhundra
215117; Gottröra
215118; Närtuna
215119; Rimbo
215120; Skederid
215121; Husby-Sjuhundra
215122; Frötuna
215123; Rådmansö
215124; Tärna
215125; Altuna
215126; Österunda
215127; Skogs-Tibble
215128; Hagby
215129; Ramsta
215130; Vänge
215131; Uppsala-Näs
215132; Gottsunda
215133; Läby
215134; Uppsala Helga Trefaldighet
215135; Uppsala domkyrkodistrikt
215136; Danmark
215137; Lagga
215138; Funbo
215139; Fasterna
215140; Lohärad
215141; Malsta
215142; Norrtälje
215143; Estuna
215144; Roslags-Bro
215145; Vätö
215146; Norrby
215147; Västerlövsta
215148; Vittinge
215149; Åland
215150; Järlåsa
215151; Jumkil
215152; Börje
215153; Åkerby
215154; Gamla Uppsala
215155; Vaksala
215156; Rasbo
215157; Almunge
215158; Knutby
215159; Edsbro
215160; Ununge
215161; Söderby-Karl
215162; Björkö-Arholma
215163; Huddunge
215164; Bälinge
215165; Skuttunge
215166; Ärentuna
215167; Lena
215168; Rasbokil
215169; Stavby
215170; Tuna
215171; Faringe
215172; Bladåker
215173; Väddö
215174; Enåker
215175; Harbo
215176; Björklinge
215177; Viksta
215178; Tensta
215179; Alunda
215180; Ekeby
215181; Edebo
215182; Häverö
215183; Nora
215184; Östervåla
215185; Vendel
215186; Dannemora
215187; Morkarla
215188; Hökhuvud
215189; Skäfthammar
215190; Harg
215191; Singö
215192; Tierp
215193; Tegelsmora
215194; Film
215195; Valö
215196; Östhammar
215197; Börstil
215198; Söderfors
215199; Tolfta
215200; Österlövsta
215201; Forsmark
215202; Öregrund
215203; Gräsö
215204; Älvkarleby
215205; Västland
215206; Hållnäs
215207; Skutskär
217001; Söderbärke
217002; Säfsnäs
217003; Ludvika
217004; Norrbärke
217005; Avesta
217006; Grangärde
217007; Grytnäs
217008; Folkärna
217009; Silvberg
217010; Säter
217011; Hedemora
217012; Garpenberg
217013; By
217014; Äppelbo
217015; Nås
217016; Floda
217017; Gustafs
217018; Malung
217019; Järna
217020; Gagnef
217021; Mockfjärd
217022; Stora Tuna
217023; Torsång
217024; Stora Skedvi
217025; Husby
217026; Djura
217027; Aspeboda
217028; Falu Kristine
217029; Vika
217030; Hosjö
217031; Ål
217032; Stora Kopparberg
217033; Grycksbo
217034; Sundborn
217035; Siljansnäs
217036; Leksand
217037; Bjursås
217038; Venjan
217039; Sollerön
217040; Svärdsjö
217041; Enviken
217042; Lima
217043; Mora
217044; Boda
217045; Rättvik
217046; Våmhus
217047; Transtrand
217048; Orsa
217049; Ore
217050; Älvdalen
217051; Särna
217052; Hamra
217053; Idre
316001; Österfärnebo
316002; Hedesunda
316003; Torsåker
316004; Årsunda
316005; Hofors
316006; Ovansjö
316007; Sandviken
316008; Valbo
316009; Gävle Tomas
316010; Gävle Staffan
316011; Bomhus
316012; Järbo
316013; Gävle Maria
316014; Gävle Heliga Trefaldighet
316015; Hille
316016; Åmot
316017; Ockelbo
316018; Hamrånge
318001; Lingbo
318002; Skog
318003; Bollnäs
318004; Hanebo
318005; Ljusne
318006; Alfta
318007; Segersta
318008; Bergvik
318009; Mo
318010; Söderala
318011; Sandarne
318012; Söderhamn
318013; Voxna
318014; Rengsjö
318015; Norrala
318016; Ovanåker
318017; Trönö
318018; Undersvik
318019; Arbrå
318020; Enånger
318021; Hudiksvall
318022; Järvsö
318023; Njutånger
318024; Idenor
318025; Los
318026; Forsa
318027; Hälsingtuna
318028; Rogsta
318029; Färila
318030; Delsbo
318031; Hög
318032; Ängersjö
318033; Norrbo
318034; Ilsbo
318035; Harmånger
318036; Kårböle
318037; Ljusdal
318038; Bjuråker
318039; Bergsjö
318040; Jättendal
318041; Gnarp
318042; Ytterhogdal
318043; Ramsjö
318044; Hassela
319001; Lillhärdal
319002; Sveg
319003; Älvros
319004; Linsell
319005; Överhogdal
319006; Tännäs
319007; Hede
319008; Vemdalen
319009; Ljusnedal
319010; Storsjö
320001; Attmar
320002; Njurunda
320003; Tuna
320004; Sundsvalls Gustav Adolf
320005; Skönsmon
320006; Haverö
320007; Torp
320008; Stöde
320009; Selånger
320010; Skön
320011; Alnö
320012; Tynderö
320013; Borgsjö
320014; Sättna
320015; Timrå
320016; Hässjö
320017; Indal
320018; Holm
320019; Ljustorp
320020; Liden
321001; Häggdånger
321002; Härnösands domkyrkodistrikt
321003; Stigsjö
321004; Säbrå
321005; Hemsö
321006; Viksjö
321007; Högsjö
321008; Gudmundrå
321009; Nora
321010; Graninge
321011; Ytterlännäs
321012; Bjärtrå
321013; Skog
321014; Nordingrå
321015; Dal
321016; Torsåker
321017; Ullånger
321018; Vibyggerå
321019; Långsele
321020; Sollefteå
321021; Multrå
321022; Sånga
321023; Överlännäs
321024; Styrnäs
321025; Nätra
321026; Helgum
321027; Ed
321028; Boteå
321029; Edsele
321030; Skorped
321031; Sidensjö
321032; Örnsköldsvik
321033; Själevad
321034; Arnäs
321035; Resele
321036; Mo
321037; Grundsunda
321038; Ramsele
321039; Ådals-Liden
321040; Gideå
321041; Anundsjö
321042; Nordmaling
321043; Fjällsjö
321044; Junsele
321045; Björna
321046; Trehörningsjö
321047; Bodum
321048; Bjurholm
321049; Tåsjö
322001; Rätan
322002; Klövsjö
322003; Berg
322004; Bodsjö
322005; Bräcke
322006; Åsarna
322007; Revsund
322008; Hällesjö
322009; Myssjö
322010; Hackås
322011; Nyhem
322012; Oviken
322013; Näs
322014; Lockne
322015; Sundsjö
322016; Håsjö
322017; Fors
322018; Marby
322019; Sunne
322020; Marieby
322021; Brunflo
322022; Undersåker
322023; Hallen
322024; Norderö
322025; Frösö
322026; Östersund
322027; Kyrkås
322028; Stugun
322029; Ragunda
322030; Mörsil
322031; Mattmar
322032; Rödön
322033; Ås
322034; Näskott
322035; Lit
322036; Åre
322037; Alsen
322038; Aspås
322039; Häggenås
322040; Borgvattnet
322041; Hammerdal
322042; Kall
322043; Offerdal
322044; Föllinge
322045; Gåxsjö
322046; Laxsjö
322047; Hotagen
322048; Ström
322049; Alanäs
322050; Frostviken
323001; Hörnefors
323002; Teg
323003; Holmsund
323004; Holmön
323005; Ålidhem
323006; Vännäs
323007; Umeå landsdistrikt
323008; Umeå Maria
323009; Umeå stadsdistrikt
323010; Tavelsjö
323011; Sävar
323012; Bygdeå
323013; Vindeln
323014; Robertsfors
323015; Nysätra
323016; Lövånger
323017; Åmsele
323018; Burträsk
323019; Kalvträsk
323020; Bureå
323021; Skellefteå landsdistrikt
323022; Skellefteå Sankt Örjan
323023; Skellefteå Sankt Olov
323024; Norsjö
323025; Boliden
323026; Kågedalen
323027; Fällfors
323028; Byske
323029; Jörn
324001; Fredrika
324002; Åsele
324003; Örträsk
324004; Dorotea
324005; Risbäck
324006; Lycksele
324007; Vilhelmina
324008; Stensele
324009; Björksele
324010; Gargnäs
324011; Malå
324012; Tärna
324013; Arvidsjaur
324014; Sorsele
324015; Arjeplog
324016; Vuollerim
324017; Jokkmokk
324018; Hakkas
324019; Gällivare
324020; Malmberget
324021; Porjus
324022; Nilivaara
324023; Vittangi
324024; Jukkasjärvi
324025; Karesuando
325001; Hortlax
325002; Piteå stadsdistrikt
325003; Piteå landsdistrikt
325004; Norrfjärden
325005; Örnäset
325006; Nederluleå
325007; Luleå domkyrkodistrikt
325008; Älvsby
325009; Sävast
325010; Överluleå
325011; Nedertorneå-Haparanda
325012; Råneå
325013; Töre
325014; Nederkalix
325015; Edefors
325016; Gunnarsbyn
325017; Karl Gustav
325018; Hietaniemi
325019; Överkalix
325020; Övertorneå
325021; Svanstein
325022; Korpilombolo
325023; Tärendö
325024; Pajala
325025; Junosuando
325026; Muonionalusta
