CancerRegShortName;CancerRegId;CancerRegName;Distribuerbar;POS_ADDRESS_COUNTRY;POS_ADDRESS_STREET;POS_ADDRESS_ZIP;POS_ADDRESS_CITY;UnitDescription;POS_SHORTNAME;UnitId;UnitCode;POS_CONTACT_EMAIL;POS_CONTACT_NAME;POS_CONTACT_PHONE;UnitName;POS_DIRECTOR_EMAIL;POS_DIRECTOR_NAME;POS_DIRECTOR_PHONE;ParentDescription;ParentShortName;ParentPosId;ParentPosCode;ParentDeliveryCode;ParentPosName;IsReporting;Leveranskod;PosLevel;OrgEnabled;ORG_SHORTNAME;OrgId;OrgName;PosEnabled;PosId;PosCode;PosNameWithCode;PosName;RegionId;RegionName;TopPosDescription;TopPosShortName;TopPosId;TopPosCode;TopPosName
;;;True;;Västra Hamngatan 10-12;452 37;Strömstad;Inläst från fil med historiska enheter;;1562;51032;;;;NU-sjukv. Strömstads;;;;;5;2;5;;OC Väst;False;51032;2;True;OC;1;OC;False;1562;5 - 51032;OC Väst (5) - NU-sjukv. Strömstads (51032);OC Väst - NU-sjukv. Strömstads;;;;5;2;5;OC Väst
;;;True;;Edsvägen 3;462 35;Vänersborg;Inläst från fil med historiska enheter;;1563;52016;;;;V-borg-Trollh/Vänerparkens VC;;;;;5;2;5;;OC Väst;False;52016;2;True;OC;1;OC;False;1563;5 - 52016;OC Väst (5) - V-borg-Trollh/Vänerparkens VC (52016);OC Väst - V-borg-Trollh/Vänerparkens VC;;;;5;2;5;OC Väst
;;;False;;Storgatan 72;62350;HEMSE;Inläst från fil med historiska enheter;;1564;00011;;;;"LINDHOLM, TORBJÖRN";;;;;1;6;1;;OC Sthlm/Gotland;False;26199;2;True;OC;1;OC;False;1564;1 - 00011;"OC Sthlm/Gotland (1) - LINDHOLM, TORBJÖRN (00011)";"OC Sthlm/Gotland - LINDHOLM, TORBJÖRN";;;;1;6;1;OC Sthlm/Gotland
;;;False;;"Munkbron 11, 2 tr";11128;STOCKHOLM;Inläst från fil med historiska enheter;;1565;00067;;;;LÄKARHUSET MUNKBRON;;;;;1;6;1;;OC Sthlm/Gotland;False;11199;2;True;OC;1;OC;False;1565;1 - 00067;OC Sthlm/Gotland (1) - LÄKARHUSET MUNKBRON (00067);OC Sthlm/Gotland - LÄKARHUSET MUNKBRON;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1566;10001;;;;SERAFIMERLAS;;;;;1;6;1;;OC Sthlm/Gotland;False;10001;2;True;OC;1;OC;False;1566;1 - 10001;OC Sthlm/Gotland (1) - SERAFIMERLAS (10001);OC Sthlm/Gotland - SERAFIMERLAS;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Box 6401;11382;STOCKHOLM;Inläst från fil med historiska enheter;;1567;10010;;;;SABBATSBERGS SJUKHUS;;;;;1;6;1;;OC Sthlm/Gotland;False;10010;2;True;OC;1;OC;False;1567;1 - 10010;OC Sthlm/Gotland (1) - SABBATSBERGS SJUKHUS (10010);OC Sthlm/Gotland - SABBATSBERGS SJUKHUS;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Polhemsg 50;11282;STOCKHOLM;Inläst från fil med historiska enheter;;1568;10012;;;;S:T ERIKS SJUKHUS;;;;;1;6;1;;OC Sthlm/Gotland;False;10012;2;True;OC;1;OC;False;1568;1 - 10012;OC Sthlm/Gotland (1) - S:T ERIKS SJUKHUS (10012);OC Sthlm/Gotland - S:T ERIKS SJUKHUS;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Lasarettsvägen 4;13183;NACKA;Inläst från fil med historiska enheter;;1569;10014;;;;NACKA ASIH;;;;;1;6;1;;OC Sthlm/Gotland;False;11198;2;True;OC;1;OC;False;1569;1 - 10014;OC Sthlm/Gotland (1) - NACKA ASIH (10014);OC Sthlm/Gotland - NACKA ASIH;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1570;10021;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;10021;2;True;OC;1;OC;False;1570;1 - 10021;OC Sthlm/Gotland (1) -  (10021);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1571;10022;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;10022;2;True;OC;1;OC;False;1571;1 - 10022;OC Sthlm/Gotland (1) -  (10022);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1572;10071;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;10071;2;True;OC;1;OC;False;1572;1 - 10071;OC Sthlm/Gotland (1) -  (10071);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1573;10100;;;;SÖDERBY SJH LUNGKLIN;;;;;1;6;1;;OC Sthlm/Gotland;False;10100;2;True;OC;1;OC;False;1573;1 - 10100;OC Sthlm/Gotland (1) - SÖDERBY SJH LUNGKLIN (10100);OC Sthlm/Gotland - SÖDERBY SJH LUNGKLIN;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1574;10198;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;10198;2;True;OC;1;OC;False;1574;1 - 10198;OC Sthlm/Gotland (1) -  (10198);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1575;10199;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;10199;2;True;OC;1;OC;False;1575;1 - 10199;OC Sthlm/Gotland (1) -  (10199);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1576;10200;;;;ROSLAGSTULLS SJUKHUS;;;;;1;6;1;;OC Sthlm/Gotland;False;10200;2;True;OC;1;OC;False;1576;1 - 10200;OC Sthlm/Gotland (1) - ROSLAGSTULLS SJUKHUS (10200);OC Sthlm/Gotland - ROSLAGSTULLS SJUKHUS;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1577;10300;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;10300;2;True;OC;1;OC;False;1577;1 - 10300;OC Sthlm/Gotland (1) -  (10300);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Box 3084;16103;BROMMA;Inläst från fil med historiska enheter;;1578;10301;;;;BROMMAGERIATRIKEN;;;;;1;6;1;;OC Sthlm/Gotland;False;10301;2;True;OC;1;OC;False;1578;1 - 10301;OC Sthlm/Gotland (1) - BROMMAGERIATRIKEN (10301);OC Sthlm/Gotland - BROMMAGERIATRIKEN;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Tussmötevägen 175;12286;ENSKEDE;Inläst från fil med historiska enheter;;1579;10302;;;;STUREBY SJUKHEM;;;;;1;6;1;;OC Sthlm/Gotland;False;10302;2;True;OC;1;OC;False;1579;1 - 10302;OC Sthlm/Gotland (1) - STUREBY SJUKHEM (10302);OC Sthlm/Gotland - STUREBY SJUKHEM;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Box 6920;10239;STOCKHOLM;Inläst från fil med historiska enheter;;1580;10303;;;;"STOCKHOLMSGERIATRIKEN, S:T GÖRAN";;;;;1;6;1;;OC Sthlm/Gotland;False;11198;2;True;OC;1;OC;False;1580;1 - 10303;"OC Sthlm/Gotland (1) - STOCKHOLMSGERIATRIKEN, S:T GÖRAN (10303)";"OC Sthlm/Gotland - STOCKHOLMSGERIATRIKEN, S:T GÖRAN";;;;1;6;1;OC Sthlm/Gotland
;;;False;;S:t Göransg 126;11281;STOCKHOLM;Inläst från fil med historiska enheter;;1581;10304;;;;STADSHAGSGÅRDEN;;;;;1;6;1;;OC Sthlm/Gotland;False;10304;2;True;OC;1;OC;False;1581;1 - 10304;OC Sthlm/Gotland (1) - STADSHAGSGÅRDEN (10304);OC Sthlm/Gotland - STADSHAGSGÅRDEN;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Tideliusgatan 12;11869;STOCKHOLM;Inläst från fil med historiska enheter;;1582;10307;;;;ROSENLUNDS NÄRSJUKHUS;;;;;1;6;1;;OC Sthlm/Gotland;False;11199;2;True;OC;1;OC;False;1582;1 - 10307;OC Sthlm/Gotland (1) - ROSENLUNDS NÄRSJUKHUS (10307);OC Sthlm/Gotland - ROSENLUNDS NÄRSJUKHUS;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1583;10309;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;10309;2;True;OC;1;OC;False;1583;1 - 10309;OC Sthlm/Gotland (1) -  (10309);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1584;10316;;;;ST RAGNHILDSHEMMET;;;;;1;6;1;;OC Sthlm/Gotland;False;10316;2;True;OC;1;OC;False;1584;1 - 10316;OC Sthlm/Gotland (1) - ST RAGNHILDSHEMMET (10316);OC Sthlm/Gotland - ST RAGNHILDSHEMMET;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Carl Sebardts väg 4 B;12885;SKÖNDAL;Inläst från fil med historiska enheter;;1585;10322;;;;STORA SKÖNDALS SJH;;;;;1;6;1;;OC Sthlm/Gotland;False;10322;2;True;OC;1;OC;False;1585;1 - 10322;OC Sthlm/Gotland (1) - STORA SKÖNDALS SJH (10322);OC Sthlm/Gotland - STORA SKÖNDALS SJH;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1586;10325;;;;VÄSTERTORPSHEMMET;;;;;1;6;1;;OC Sthlm/Gotland;False;10325;2;True;OC;1;OC;False;1586;1 - 10325;OC Sthlm/Gotland (1) - VÄSTERTORPSHEMMET (10325);OC Sthlm/Gotland - VÄSTERTORPSHEMMET;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Box 20;12451;BANDHAGEN;Inläst från fil med historiska enheter;;1587;10327;;;;HÖGDALENS ÄLDREBOENDE;;;;;1;6;1;;OC Sthlm/Gotland;False;10327;2;True;OC;1;OC;False;1587;1 - 10327;OC Sthlm/Gotland (1) - HÖGDALENS ÄLDREBOENDE (10327);OC Sthlm/Gotland - HÖGDALENS ÄLDREBOENDE;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1588;10328;;;;ÅRSTA SJUKHUS;;;;;1;6;1;;OC Sthlm/Gotland;False;10328;2;True;OC;1;OC;False;1588;1 - 10328;OC Sthlm/Gotland (1) - ÅRSTA SJUKHUS (10328);OC Sthlm/Gotland - ÅRSTA SJUKHUS;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Ekebergabacken 4;12362;FARSTA;Inläst från fil med historiska enheter;;1589;10329;;;;FARSTA ÄLDREBOENDE;;;;;1;6;1;;OC Sthlm/Gotland;False;10329;2;True;OC;1;OC;False;1589;1 - 10329;OC Sthlm/Gotland (1) - FARSTA ÄLDREBOENDE (10329);OC Sthlm/Gotland - FARSTA ÄLDREBOENDE;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1590;10331;;;;ÅKESHOVS SJUKHUS;;;;;1;6;1;;OC Sthlm/Gotland;False;10331;2;True;OC;1;OC;False;1590;1 - 10331;OC Sthlm/Gotland (1) - ÅKESHOVS SJUKHUS (10331);OC Sthlm/Gotland - ÅKESHOVS SJUKHUS;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Vårbergsvägen 63;12743;SKÄRHOLMEN;Inläst från fil med historiska enheter;;1591;10332;;;;VÅRBERGS SJUKHEM;;;;;1;6;1;;OC Sthlm/Gotland;False;10332;2;True;OC;1;OC;False;1591;1 - 10332;OC Sthlm/Gotland (1) - VÅRBERGS SJUKHEM (10332);OC Sthlm/Gotland - VÅRBERGS SJUKHEM;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Folkparksvägen 150;12639;HÄGERSTEN;Inläst från fil med historiska enheter;;1592;10333;;;;SOLBERGA SJUKHEM;;;;;1;6;1;;OC Sthlm/Gotland;False;10333;2;True;OC;1;OC;False;1592;1 - 10333;OC Sthlm/Gotland (1) - SOLBERGA SJUKHEM (10333);OC Sthlm/Gotland - SOLBERGA SJUKHEM;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1593;10334;;;;SÖDERBY SJUKHUS;;;;;1;6;1;;OC Sthlm/Gotland;False;10334;2;True;OC;1;OC;False;1593;1 - 10334;OC Sthlm/Gotland (1) - SÖDERBY SJUKHUS (10334);OC Sthlm/Gotland - SÖDERBY SJUKHUS;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Sandhamnsgatan 8;11540;STOCKHOLM;Inläst från fil med historiska enheter;;1594;10335;;;;GÄRDETS VÅRDCENTRAL;;;;;1;6;1;;OC Sthlm/Gotland;False;101111;2;True;OC;1;OC;False;1594;1 - 10335;OC Sthlm/Gotland (1) - GÄRDETS VÅRDCENTRAL (10335);OC Sthlm/Gotland - GÄRDETS VÅRDCENTRAL;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Råckstavägen 100;16254;VÄLLINGBY;Inläst från fil med historiska enheter;;1595;10339;;;;RÅCKSTA SJUKHEM;;;;;1;6;1;;OC Sthlm/Gotland;False;10339;2;True;OC;1;OC;False;1595;1 - 10339;OC Sthlm/Gotland (1) - RÅCKSTA SJUKHEM (10339);OC Sthlm/Gotland - RÅCKSTA SJUKHEM;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1596;10340;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;10340;2;True;OC;1;OC;False;1596;1 - 10340;OC Sthlm/Gotland (1) -  (10340);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1597;10420;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;10420;2;True;OC;1;OC;False;1597;1 - 10420;OC Sthlm/Gotland (1) -  (10420);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Box 5605;11486;STOCKHOLM;Inläst från fil med historiska enheter;;1598;10480;;;;SKANDIAMOTTAGNINGEN;;;;;1;6;1;;OC Sthlm/Gotland;False;11199;2;True;OC;1;OC;False;1598;1 - 10480;OC Sthlm/Gotland (1) - SKANDIAMOTTAGNINGEN (10480);OC Sthlm/Gotland - SKANDIAMOTTAGNINGEN;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Brinellvägen 2;11428;STOCKHOLM;Inläst från fil med historiska enheter;;1599;10482;;;;RÖDA KORSETS SJUKHUS;;;;;1;6;1;;OC Sthlm/Gotland;False;10482;2;True;OC;1;OC;False;1599;1 - 10482;OC Sthlm/Gotland (1) - RÖDA KORSETS SJUKHUS (10482);OC Sthlm/Gotland - RÖDA KORSETS SJUKHUS;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1600;10500;;;;RÅLAMBSHOVS SJUKHUS;;;;;1;6;1;;OC Sthlm/Gotland;False;10500;2;True;OC;1;OC;False;1600;1 - 10500;OC Sthlm/Gotland (1) - RÅLAMBSHOVS SJUKHUS (10500);OC Sthlm/Gotland - RÅLAMBSHOVS SJUKHUS;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Bergtallsvägen 12 7 tr;12559;ÄLVSJÖ;Inläst från fil med historiska enheter;;1601;10501;;;;ASIH LÅNGBRO PARK;;;;;1;6;1;;OC Sthlm/Gotland;False;10501;2;True;OC;1;OC;False;1601;1 - 10501;OC Sthlm/Gotland (1) - ASIH LÅNGBRO PARK (10501);OC Sthlm/Gotland - ASIH LÅNGBRO PARK;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1602;10502;;;;BECKOMBERGA SJUKHUS;;;;;1;6;1;;OC Sthlm/Gotland;False;10502;2;True;OC;1;OC;False;1602;1 - 10502;OC Sthlm/Gotland (1) - BECKOMBERGA SJUKHUS (10502);OC Sthlm/Gotland - BECKOMBERGA SJUKHUS;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1603;10503;;;;NORRTULLS SJUKHUS;;;;;1;6;1;;OC Sthlm/Gotland;False;10503;2;True;OC;1;OC;False;1603;1 - 10503;OC Sthlm/Gotland (1) - NORRTULLS SJUKHUS (10503);OC Sthlm/Gotland - NORRTULLS SJUKHUS;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;79296;RIMBO;Inläst från fil med historiska enheter;;1604;10606;;;;RÅNÄS SJUKHEM;;;;;1;6;1;;OC Sthlm/Gotland;False;10606;2;True;OC;1;OC;False;1604;1 - 10606;OC Sthlm/Gotland (1) - RÅNÄS SJUKHEM (10606);OC Sthlm/Gotland - RÅNÄS SJUKHEM;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1605;10607;;;;ÖSBYHOLMS SJUKHEM;;;;;1;6;1;;OC Sthlm/Gotland;False;10607;2;True;OC;1;OC;False;1605;1 - 10607;OC Sthlm/Gotland (1) - ÖSBYHOLMS SJUKHEM (10607);OC Sthlm/Gotland - ÖSBYHOLMS SJUKHEM;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1606;10609;;;;SARPA BEHANDLINGSHEM;;;;;1;6;1;;OC Sthlm/Gotland;False;10609;2;True;OC;1;OC;False;1606;1 - 10609;OC Sthlm/Gotland (1) - SARPA BEHANDLINGSHEM (10609);OC Sthlm/Gotland - SARPA BEHANDLINGSHEM;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1607;10700;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;10700;2;True;OC;1;OC;False;1607;1 - 10700;OC Sthlm/Gotland (1) -  (10700);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1608;10800;;;;GEBERS KONVALENT;;;;;1;6;1;;OC Sthlm/Gotland;False;10800;2;True;OC;1;OC;False;1608;1 - 10800;OC Sthlm/Gotland (1) - GEBERS KONVALENT (10800);OC Sthlm/Gotland - GEBERS KONVALENT;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1609;10996;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;10996;2;True;OC;1;OC;False;1609;1 - 10996;OC Sthlm/Gotland (1) -  (10996);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1610;10997;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;10997;2;True;OC;1;OC;False;1610;1 - 10997;OC Sthlm/Gotland (1) -  (10997);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1611;11100;;;;UTTRANS SJUKHUS;;;;;1;6;1;;OC Sthlm/Gotland;False;11100;2;True;OC;1;OC;False;1611;1 - 11100;OC Sthlm/Gotland (1) - UTTRANS SJUKHUS (11100);OC Sthlm/Gotland - UTTRANS SJUKHUS;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Köpmannagatan 15;95234;KALIX;Inläst från fil med historiska enheter;;1612;11111;;;;STORSKRUBB MEDICIN;;;;;1;6;1;;OC Sthlm/Gotland;False;11111;2;True;OC;1;OC;False;1612;1 - 11111;OC Sthlm/Gotland (1) - STORSKRUBB MEDICIN (11111);OC Sthlm/Gotland - STORSKRUBB MEDICIN;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1613;111123;;;;Råsunda vårdcentral;;;;;1;6;1;;OC Sthlm/Gotland;False;;2;True;OC;1;OC;False;1613;1 - 111123;OC Sthlm/Gotland (1) - Råsunda vårdcentral (111123);OC Sthlm/Gotland - Råsunda vårdcentral;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1614;11192;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;11192;2;True;OC;1;OC;False;1614;1 - 11192;OC Sthlm/Gotland (1) -  (11192);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1615;11196;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;11196;2;True;OC;1;OC;False;1615;1 - 11196;OC Sthlm/Gotland (1) -  (11196);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1616;11197;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;11197;2;True;OC;1;OC;False;1616;1 - 11197;OC Sthlm/Gotland (1) -  (11197);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1617;11198;;;;TJÄNSTELÄKARE;;;;;1;6;1;;OC Sthlm/Gotland;False;11198;2;True;OC;1;OC;False;1617;1 - 11198;OC Sthlm/Gotland (1) - TJÄNSTELÄKARE (11198);OC Sthlm/Gotland - TJÄNSTELÄKARE;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1618;11199;;;;PRIVATLÄKARE;;;;;1;6;1;;OC Sthlm/Gotland;False;11199;2;True;OC;1;OC;False;1618;1 - 11199;OC Sthlm/Gotland (1) - PRIVATLÄKARE (11199);OC Sthlm/Gotland - PRIVATLÄKARE;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1619;11301;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;11301;2;True;OC;1;OC;False;1619;1 - 11301;OC Sthlm/Gotland (1) -  (11301);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1620;11302;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;11302;2;True;OC;1;OC;False;1620;1 - 11302;OC Sthlm/Gotland (1) -  (11302);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Ekbacksgränd 4;17237;SUNDBYBERG;Inläst från fil med historiska enheter;;1621;11304;;;;EKBACKENS SJUKHEM;;;;;1;6;1;;OC Sthlm/Gotland;False;11198;2;True;OC;1;OC;False;1621;1 - 11304;OC Sthlm/Gotland (1) - EKBACKENS SJUKHEM (11304);OC Sthlm/Gotland - EKBACKENS SJUKHEM;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1622;11306;;;;VAXHOLMS SJUKHEM;;;;;1;6;1;;OC Sthlm/Gotland;False;11306;2;True;OC;1;OC;False;1622;1 - 11306;OC Sthlm/Gotland (1) - VAXHOLMS SJUKHEM (11306);OC Sthlm/Gotland - VAXHOLMS SJUKHEM;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1623;11321;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;11321;2;True;OC;1;OC;False;1623;1 - 11321;OC Sthlm/Gotland (1) -  (11321);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1624;11325;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;11325;2;True;OC;1;OC;False;1624;1 - 11325;OC Sthlm/Gotland (1) -  (11325);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1625;11327;;;;ROSLAGENS SJUKHUS;;;;;1;6;1;;OC Sthlm/Gotland;False;11327;2;True;OC;1;OC;False;1625;1 - 11327;OC Sthlm/Gotland (1) - ROSLAGENS SJUKHUS (11327);OC Sthlm/Gotland - ROSLAGENS SJUKHUS;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1626;11329;;;;DANVIKSHEM;;;;;1;6;1;;OC Sthlm/Gotland;False;11329;2;True;OC;1;OC;False;1626;1 - 11329;OC Sthlm/Gotland (1) - DANVIKSHEM (11329);OC Sthlm/Gotland - DANVIKSHEM;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Rösundavägen 2;13381;SALTSJÖBADEN;Inläst från fil med historiska enheter;;1627;11330;;;;SALTSJÖBADENS SJH;;;;;1;6;1;;OC Sthlm/Gotland;False;11330;2;True;OC;1;OC;False;1627;1 - 11330;OC Sthlm/Gotland (1) - SALTSJÖBADENS SJH (11330);OC Sthlm/Gotland - SALTSJÖBADENS SJH;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Edövägen 2;13230;SALTSJÖ BOO;Inläst från fil med historiska enheter;;1628;11333;;;;BOO  VÅRDCENTRAL;;;;;1;6;1;;OC Sthlm/Gotland;False;11198;2;True;OC;1;OC;False;1628;1 - 11333;OC Sthlm/Gotland (1) - BOO  VÅRDCENTRAL (11333);OC Sthlm/Gotland - BOO  VÅRDCENTRAL;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Idunvägen 1;14931;NYNÄSHAMN;Inläst från fil med historiska enheter;;1629;11334;;;;NYNÄSHAMNS SJH/VC;;;;;1;6;1;;OC Sthlm/Gotland;False;11334;2;True;OC;1;OC;False;1629;1 - 11334;OC Sthlm/Gotland (1) - NYNÄSHAMNS SJH/VC (11334);OC Sthlm/Gotland - NYNÄSHAMNS SJH/VC;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1630;11341;;;;TOREKÄLL KONVALECENT;;;;;1;6;1;;OC Sthlm/Gotland;False;11341;2;True;OC;1;OC;False;1630;1 - 11341;OC Sthlm/Gotland (1) - TOREKÄLL KONVALECENT (11341);OC Sthlm/Gotland - TOREKÄLL KONVALECENT;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1631;11345;;;;;;;;;1;6;1;;OC Sthlm/Gotland;False;11345;2;True;OC;1;OC;False;1631;1 - 11345;OC Sthlm/Gotland (1) -  (11345);OC Sthlm/Gotland - ;;;;1;6;1;OC Sthlm/Gotland
;;;False;;Box 104;18334;TÄBY;Inläst från fil med historiska enheter;;1632;11346;;;;HUSLÄKARGRUPPEN TÄBY VÅRDCENTRAL;;;;;1;6;1;;OC Sthlm/Gotland;False;11198;2;True;OC;1;OC;False;1632;1 - 11346;OC Sthlm/Gotland (1) - HUSLÄKARGRUPPEN TÄBY VÅRDCENTRAL (11346);OC Sthlm/Gotland - HUSLÄKARGRUPPEN TÄBY VÅRDCENTRAL;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1633;11356;;;;BRO SJUKHEM;;;;;1;6;1;;OC Sthlm/Gotland;False;11356;2;True;OC;1;OC;False;1633;1 - 11356;OC Sthlm/Gotland (1) - BRO SJUKHEM (11356);OC Sthlm/Gotland - BRO SJUKHEM;;;;1;6;1;OC Sthlm/Gotland
;;;False;;;;;Inläst från fil med historiska enheter;;1634;11361;;;;LÖTSJÖGÅRDEN;;;;;1;6;1;;OC Sthlm/Gotland;False;11361;2;True;OC;1;OC;False;1634;1 - 11361;OC Sthlm/Gotland (1) - LÖTSJÖGÅRDEN (11361);OC Sthlm/Gotland - LÖTSJÖGÅRDEN;;;;1;6;1;OC Sthlm/Gotland
