Kod 	Klartext
95801 	Misstänkt granularcellstumör
95803 	Granularcellstumör malign
95811 	Misstänkt alveolärt mjukdelssarkom
95813 	Alveolärt mjukdelssarkom
95901 	Misstänkt lymfom UNS
95903 	Malignt lymfom UNS
95911 	Misstänkt lymfom, Non Hodgkin UNS
95913 	Mal non Hodgkinlymfom UNS
959131 	Småcelligt/indolent NHL
959133 	Blastiskt/aggressivt NHL
959135 	T-cellslymfom UNS
959136 	B-cellslymfom UNS
96501 	Misstänkt Hodgkin lymf UNS
96503 	Hodgkinlymfom, UNS
96513 	HL, lymfocytrik typ
96523 	HL, blandad typ
96533 	HL, lymfocytfattig typ
96593 	Nodulärt lymfocytdominerat Hodgkinlymfom
96633 	HL, nodulärskleros
96703 	Lymfocytiskt lymfom (lymfocytärt lymfom, UNS)
96711 	Misst lymfoplasmacyt lymf
96713 	Lymfoplasmacytiskt lymfom
96733 	Mantelcellslymfom
96783 	Primärt effusionslymfom
96793 	Mediastinalt (thymiskt) storcelligt B-cellslymfom
96803 	Diffust storcelligt B-cells lymfom
96873 	Burkittlymfom
96893 	Spleniskt marginalzonslymfom
96901 	Misstänkt follik NH lymfom UNS
96903 	Follikulärt lymfom, UNS
96913 	Follikulärt lymf gr II
96953 	Follikulärt lymf gr I
96983 	Follikulärt lymf gr III
96993 	Extranodalt marginalzonslymfom (MALT), nodalt marginalzonslymfom
97001 	Misstänkt mycosis fungoides
97003 	Mycosis fungoides
97011 	Misstänkt Sezarýs syndrom
97013 	Sézarýssyndrom
97021 	Misstänkt perifert T-celllymfom UNS
97023 	Perifert T-cellslymfom
97051 	Misstänkt AILD-lymfom
97053 	Angioimmunoblastiskt T-cellslymfom
97083 	Subkutant pannikulit-liknande T-cellsymfom
97091 	Misstänkt kutant lymfom UNS
97093 	Kutant T-cellslymfom
97143 	Anaplastiskt storcelligt T-cellslymfom
971435 	Anaplastiskt storcelligt lymfom
97163 	Hepatospleniskt T-cellslymfom
97173 	T-cellslymfom, enteropatityp
95710 	Perineuriom, intraneuralt, mjukdels
95963 	B-cellslymfom, oklassificerbart, med drag av diffust storcelligt B-cellslymfom o
96731 	Misstänkt mantelcellslymf
959113 	Blastiskt/aggressivt NHL, misstänkt
959115 	T-cellslymfom UNS, misstänkt
959116 	B-cellslymfom UNS, misstänkt
95961 	B-cellslymfom, oklassificerbart, med drag av diffust storcelligt B-cellslymfom o
95973 	Primärt kutant follikelcenter lymfom
96511 	HL, lymfocytrik typ, misstänkt
96521 	HL, blandad typ, UNS, misstänkt
96531 	HL, lymfocytfattig typ, UNS, misstänkt
96591 	Nodulärt lymfocytdominerat Hodgkinlymfom, misstänkt
96631 	HL, nodulärskleros (alla former), misstänkt
96701 	Lymfocytiskt lymfom (lymfocytärt lymfom, UNS), misstänkt
96781 	Primärt effusionslymfom, misstänkt
96791 	Thymiskt storcelligt B-cellslymfom, misstänkt
96801 	Diffust storcelligt B-cellslymfom (centrob/immunob/anaplastisk), misstänkt
96871 	Burkittlymfom, misstänkt
96883 	T-cells/histiocytrikt storcelligt B-cellslymfom
96891 	Spleniskt marginalzonslymfom, misstänkt
96911 	FL, grad 2, misstänkt
96951 	FL, grad 1, misstänkt
96981 	FL, grad 3/3A/3B, misstänkt
96991 	Extranodalt marginalzonslymfom (MALT), misstänkt
97081 	Subkutant pannikulit-liknande T-cellsymfom, misstänkt
97141 	Anaplastiskt storcelligt T-cellslymfom ALK-positivt, misstänkt
97161 	Hepatospleniskt T-cellslymfom, misstänkt
97171 	Enteropatiassocierat T-cellslymfom, misstänkt
97181 	Primärt kutant anaplastiskt storcelligt lymfom, misstänkt
97183 	Prim cutant T-cells lymfo proliferativ sjd
97193 	NK/T-cellslymfom, nasal typ
97283 	Prekursor B lymfoblastlymfom
97293 	Prekursor T-cell lymfoblastlymfom
972935 	Prekursor T-cells lymfoblastlymfom
97311 	Misstänkt plasmacellstumör
97313 	Plasmocytom i skelett, solitärt
97321 	Misstanke myelom
97323 	Multipelt myelom/plasmacellsmyelom
97333 	Plasmacellsleukemi
97341 	Misst extraskelettalt plasmocytom
97343 	Extraskelettalt plasmocytom
97401 	Extrakutant mastocytom, mastcellstumör UNS
97403 	Mastcellssarkom
97411 	Mastocytos, kutant, indolent
97413 	Systemisk mastocytos, associerad med klonal hematologisk sjd, aggressiv systemis
97423 	Mastcellsleukemi
97511 	Lämplig text, tack!
97553 	Lämplig text, tack!
97563 	Langerhans cell sarkom
97571 	Interdigiterande dendritiskcellstumör
97573 	Interdigiterande dendritiskcellssarkom, dendritiskcellssarkom UNS
97581 	Follikulärt dendritiskcellstumör
97583 	Follikulärt dendritiskcellssarkom
97601 	Misstänkt immunproliferativ sjukdom, UNS
97603 	Iimmunproliferativ sjukdom UNS, malign
97611 	Misstänkt Waldenströms makroglobulinemi
97613 	Waldenströms makroglobulinemi
97623 	Heavy chain disease
97641 	Misstänkt immunoproliferativ tunntarmssjukdom
97651 	Monoklonal gammopathi (MGUS)
97661 	Lymfomatoid granulomatos
98001 	Misstänkt leukemi UNS
98003 	Leukemi, UNS
98011 	Misstänkt blastleukemi UNS
98013 	Odifferentierad akut leukemi
98053 	Bifenotypisk akut leukemi, bilinjär akut leukemi
98201 	Misstänkt leukemi, lymfatisk UNS
98203 	Lymfatisk leukemi, UNS
98231 	Misstänkt leukemi, kronisk lymfatisk (KLL)
98233 	Kronisk lymfatisk leukemi (KLL)
982335 	Kronisk lymfatisk leukemi (KLL)T-cells typ
982336 	Kronisk lymfatisk leukemi (KLL)B-cells typ
98263 	Burkittleukemi
98273 	Adult T-cellsleukemi
98313 	Granulär lymfatisk leukemi
98323 	Prolymfocytleukemi, UNS
98333 	B-prolymfocytleukemi
98343 	T-prolymfocytleukemi
98353 	Akut lymfatisk leukemi UNS
983535 	Akut lymfatisk leukemi (ALL),T-cells typ
983536 	Akut lymfatisk leukemi (ALL),B-cells typ
98363 	prekursor B lymfoblastleukemi
983636 	Prekursor B lymfoblastkeukemi
98373 	prekursor T lymfoblastleukemi
97273 	Blastiskt plasmacytoid dendritisk cell neoplasi/blastiskt NK cells lymfom
97191 	Extra nodalt NK/T-cellslymfom, nasal typ, misstänkt
97263 	Primärt kutant gamma-delta T-cellslymfom
97271 	Blastiskt plasmacytoid dendritisk cell neoplasi/blastiskt NK cells lymfom, misst
97281 	Prekursor , B lymfoblastlymfom, misstänkt
97291 	Prekursor T-cell lymfoblastlymfom UNS, misstänkt
97331 	Plasmacellsleukemi, misstänkt
97353 	Plasmablastiskt lymfom
97373 	ALK-positivt storcelligt B-cellslymfom
97383 	Storcelligt B-cellslymfom som uppkommer ur HHV8-associerad multicentrisk Castlem
97421 	Mastcellsleukemi, misstänkt
97513 	Langerhans cell histiocytos, UNS, LCH eosinofilt granulom, UNS, Histiocytosis X,
97551 	Histiocytiskt sarkom, äkta histiocytärt lymfom, misstänkt
97561 	Langerhans cell sarkom, misstänkt
97621 	Gamma heavy chain disease, misstänkt
98051 	Bifenotypisk akut leukemi/bilinjär akut leukemi, misstänkt
98063 	Mixed phenotype acute leukemia with t(9;22)(q34;q11.2); BCR-ABL1
98073 	Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged
98083 	Mixed phenotype acute leukemia, B/myeloid, NOS
98093 	Mixed phenotype acute leukemia, T/myeloid, NOS
98123 	Prekursor B-cell lymfoblastleukemi,t(9;22)(q34;q11.2); BCR-ABL1
98133 	Prekursor B-cell lymfoblastleukemi, t(v;11q23); MLL rearrangerad
98143 	"Prekursor B-cell lymfoblastleukemi t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1),"
98153 	Prekursor B-cell lymfoblastleukemi, med hyperdiploidi
98163 	"Prekursor B-cell lymfoblastleukemi med hypodiploidi (hypodiploid ALL)"
98173 	Prekursor B-cell lymfoblastleukemi, t(5;14)(q31;q32); IL3-IGH
98183 	"Prekursor B-cell lymfoblastleukemi t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1)"
982315 	Kronisk lymfatisk leukemi KLL, T-cells typ, misstänkt
982316 	Kronisk lymfatisk leukemi KLL, B-cells typ eller UNS, misstänkt
98261 	Burkittleukemi, FAB L3, misstänkt
98271 	Adult T-cellsleukemi (HTLV-1 positiv) alla varianter, misstänkt
98311 	Granulär lymfatisk leukemi, T resp NK cellstyp, , misstänktT-LGL
98321 	Prolymfocytleukemi, UNS, misstänkt
98331 	B-prolymfocytleukemi, misstänkt
98341 	T-prolymfocytleukemi, misstänkt
98351 	Prekursor cell lymfoblastleukemi UNS (akut lymfatisk leukemi (ALL), UNS, FAB L1,
983515 	Akut lymfatisk leukemi ALL, T-cells typ, misstänkt
983516 	Akut lymfatisk leukemi ALL, B-cells typ, FAB L3, misstänkt
98361 	Prekursor B-cell lymfoblastleukemi, misstänkt
98371 	Prekursor T-cell lymfoblastleukemi, misstänkt
983735 	Prekursor T lymfoblastleukemi
98403 	Akut erytroid leukemi
98601 	Misstänkt leukemi, myeloisk UNS
98603 	Kron myelomonocytleukemi
98611 	Misstänkt akut myeloisk leukemi
98613 	Akut myeloisk leukemi (AML)
98633 	Kronisk myeloisk leukemi (KML)
98663 	Akut promyelocytleukemi, FAB M3
98673 	Akut myelomonocytleukemi (AMML), FAB M4
98703 	Akut basofil leukemi
98713 	"Akut myeloisk leukemi med inv(16)t(16;16)"
98723 	Akut myeloblastleukemi med minimal differentiering, FAB M0
98733 	Akut myeloblastleukemi utan utmognad, FAB M1
98743 	Akut myeloblastleukemi med utmognad, FAB M2
98753 	Kronisk myeloisk leukemi, BCR/ABL positiv
98763 	Kronisk myeloisk leukemi, atypisk
98913 	Akut monoblast- och monocytleukemi, FAB M5
98953 	Akut myeloisk leukemi med multilinjär dysplasi
98963 	"Akut myeloisk leukemi med t(8;21), FAB M2"
98973 	Akut myeloisk leukemi med 11Q23avvikelse
99103 	Akut megakaryoblastleukemi, FAB M7
99203 	Terapi-relaterad AML/MDS
99303 	Myeloid sarkom
99313 	Akut panmyelos med myelofibros
99403 	Hårcellsleukemi
99453 	Kronisk myelomonocytleukemi(KMML)
99463 	Juvenil myelomonocytleukemi
99483 	Aggressiv NK-cellsleukemi
99503 	PVC/kronisk erytremi
99601 	Misstänkt kronisk myeloproliferativ sjd
99603 	Kronisk myeloproliferativ sjd, UNS
99613 	Kronisk idiopatisk myelofibros (med extramedullär hematopoes)
99623 	Essentiell/idiopatisk trombocythemi
99633 	Kronisk neutrofil leukemi
99643 	Kronisk eosinofil leukemi (inkl hypereosinofilt syndrom)
99701 	Polymorf posttransplantations relaterad lymfoproliferativ sjd
99751 	Myeloproliferativ sjukdom, UNS
99803 	Refraktär anemi
99823 	Refraktär anemi med ringsideroblaster
99833 	Refraktär anemi med blastöverskott
99843 	Refraktär anemi i transform MDS V
99853 	Refraktär cytopeni med multilinjär dysplasi
99863 	Myelodysplastiskt 5q-syndrom
99873 	Myelodysplastiskt syndrom, terapirelaterat
99891 	Misstänkt myelodysplastiskt syndrom UNS
99893 	Myelodysplastiskt syndrom, UNS
98693 	Akut myeloisk leukemi med inv(3)(q21q26.2) eller t(3;3)(q21;q26.2); RPN1-EVI1
98701 	Akut basofil leukemi, misstänkt
98711 	Akut myeloisk leukemi med inv(16) eller t(16;16) : CBFB-MYH11, misstänkt
98721 	Akut myeloblastleukemi med minimal differentiering, FAB M0, misstänkt
98731 	Akut myeloblastleukemi utan utmognad, FAB M1misstänkt
98741 	Akut myeloblastleukemi med utmognad, FAB M2, misstänkt
98751 	Kronisk myeloisk leukemi, BCR/ABL positiv, misstänkt
98761 	Kronisk myeloisk leukemi, atypisk, BCR/ABL negativ, misstänkt
98911 	Akut monoblast- och monocytleukemi, FAB M5, misstänkt
98951 	Akut myeloisk leukemi med myelodysplasirelaterade förändringar, misstänkt
98961 	Akut myeloisk leukemi med t(8;21) (q22;q22), misstänkt
98971 	Akut myeloisk leukemi med t(9;11) (p22;q23), misstänkt
98983 	Akut megakaryoblastleukemi hos barn (0-5 år) med Downs syndrom
99753 	Myelodysplastisk/myeloproliferativ neoplasi, oklassificerbar (efter utredning)
98401 	Akut erytroid leukemi/ akut erytroblastleukemi UNS, misstänkt
98653 	Akut myeloisk leukemi med t(6;9) (p23;q34); DEK-NUP214
98661 	Akut promyelocytleukemi, FAB M3, t (15;17) (q22;q11-12), misstänkt
98671 	Akut myelomonocytleukemi (AMML), FAB M4, misstänkt
99113 	Akut myeloisk leukemi (megakaryoblastisk) med t(1;22)(p13;q13); RBM15-MKL1
99311 	Akut panmyelos med myelofibros, misstänkt
99451 	Kronisk myelomonocytleukemi (KMML), FAB MDS4, misstänkt
99461 	Juvenil myelomonocytleukemi, misstänkt
99481 	Aggressiv NK-cellsleukemi, misstänkt
99631 	Kronisk neutrofil leukemi, översättning mot kronisk leukemi UNS enl ICDO/2, miss
99641 	Kronisk eosinofil leukemi (inkl hypereosinofilt syndrom), översättning mot kroni
99913 	Refraktär neutropeni
99923 	Refraktär trombocytopeni
