Kod 	Klartext
96901 	"Misstänkt follik NH lymfom UNS"
96733 	"Mantelcellslymfom"
96783 	"Primärt effusionslymfom"
96793 	"Mediastinalt (thymiskt) storcelligt B-cellslymfom"
96893 	"Spleniskt marginalzonslymfom"
96903 	"Follikulärt non-Hodgkin lymfom, UNS (Brill-Symmers)"
96913 	"NM (nodular mixed lympho-histiocytic)"
96923 	"CB/CC follicular"
96933 	"NLWD (nodular lymphocytic well diff.)"
96963 	"NLPD (nodular lymphocytic poorly diff.)"
96973 	"CB follicular"
96983 	"NH (nodular histiocytic)"
97001 	"Misstänkt mycosis fungoides"
97003 	"Mycosis fungoides"
97011 	"Misstänkt Sezary's syndrom"
97013 	"Sezary's syndrom"
97021 	"Misstänkt perifert T-cellslymfom UNS"
97023 	"Perifert T-cellslymfom UNS"
97033 	"T-zonslymfom"
97043 	"Lymphoepiteloid-lymfom, Lennerts lymfom"
97051 	"Misstänkt AILD-lymfom"
96953 	"FL, grad 2"
96993 	"Extranodalt marginalzonslymfom (MALT), nodalt marginalzonslymfom"
97053 	"Perifert T-cellslymfom, angioimmunoblastiskt lymfom"
97063 	"Perifert T-cellslymfom, pleomorfic small cell"
97073 	"Perifert T-cellslymfom, pleomorfic medium and large cell"
97091 	"Misstänkt kutant lymfom UNS"
97093 	"Kutant lymfom UNS"
97113 	"Monocytoid B-cell lymphoma"
97123 	"Angioendotheliotropt lymfom"
97133 	"Angiocentriskt T-cells lymfom"
971435 	"Anaplastic large cell (Ki-1+) lymphoma (T-cell)"
971436 	"Anaplastic large cell (Ki-1+) lymphoma (B-cell)"
97201 	"Misstänkt malign histiocytos, Histiocytär medullär reticulos"
97203 	"Malign histiocytos, Histiocytär medullär reticulos"
97223 	"Letterer Siwes sjukdom, Akut progressiv histiocytosis X"
97231 	"Misstänkt äkta histocytärt lymfom"
97233 	"Äkta histocytärt lymfom"
97311 	"Misstänkt plasmacellstumör, extramedullär"
97083 	"Subkutant pannikulit-liknande T-cellsymfom"
97163 	"Hepatospleniskt T-cellslymfom"
97173 	"T-cellslymfom, enteropatityp"
97183 	"Lymfomatoid papulos"
97193 	"NT/T-cellslymfom, nasal typ"
97283 	"Prekursor B lymfoblastlymfom"
97293 	"Prekursor T-cell lymfoblastlymfom"
97313 	"Plasmocytom, extramedullärt, Solitärt myelom"
97321 	"Misstänkt myelom, Myelomatos"
97323 	"Multipelt myelom, Myelomatos"
97401 	"Mastcellstumör UNS"
97403 	"Malignt mastocytom, Mastcellssarkom"
97413 	"Malign mastocytos (systemsjukdom)"
97601 	"Misstänkt immunproliferativ sjukdom, malign UNS"
97603 	"Malign immunproliferativ sjukdom UNS"
97611 	"Misstänkt Waldenströms makroglobulinemi"
97613 	"Waldenströms makroglobulinemi"
97623 	"Alpha heavy chain disease"
97633 	"Gamma heavy chain disease, Franklins sjukdom"
97641 	"Misstänkt immunoproliferativ tunntarmssjukdom (Mediterranean lymph.)"
97643 	"Immunoproliferativ tunntarmssjukdom, Mediterranean lymphoma"
97651 	"Monoklonal gammapati"
97661 	"Angiocentrisk immunproliferativ lesion"
97333 	"Plasmacellsleukemi"
97343 	"Extraskelettalt plasmocytom"
97411 	"Kutan mastocytos, indolent systemisk mastocytos"
97423 	"Mastcellsleukemi"
97511 	"Langerhans cell histiocytos, UNS, Histiocytosis X, UNS"
97553 	"Histiocytiskt sarkom, Äkta histiocytärt lymfom"
97563 	"Langerhans cell sarkom"
97571 	"Interdigiterande dendritiskcellstumör"
97573 	"Interdigiterande dendritiskcellssarkom, dendritiskcellssarkom UNS"
97581 	"Follikulärt dendritiskcellstumör"
97583 	"Follikulärt dendritiskcellssarkom"
97681 	"T-gamma lymfoproliferativ sjukdom"
98001 	"Misstänkt leukemi UNS"
98003 	"Leukemi UNS"
98011 	"Misstänkt blastleukemi UNS"
98013 	"Akut leukemi UNS, Blastcellsleukemi, Stamcellsleukemi"
98031 	"Misstänkt kronisk leukemi UNS"
98033 	"(Kronisk leukemi UNS)"
98201 	"Misstänkt leukemi, lymfatisk UNS"
98203 	"Lymfatisk leukemi, UNS"
98213 	"Akut lymfatisk leukemi"
982135 	"Akut lymfatisk T-cellsleukemi"
982136 	"Akut lymfatisk B-cellsleukemi"
98223 	"(Subakut lymfatisk leukemi)"
98231 	"Misstänkt leukemi, kronisk lymfatisk (KLL)"
98233 	"Kronisk lymfatisk leukemi"
982335 	"Kronisk lymfatisk T-cellsleukemi"
98053 	"Bifenotypisk akut leukemi, bilinjär akut leukemi"
982336 	"Kronisk lymfatisk B-cellsleukemi"
98253 	"Prolymfocyt-leukemi"
982535 	"Prolymfocyt-T-cellsleukemi"
982536 	"Prolymfocyt-B-cellsleukemi"
98263 	"Annan lymfatisk leukemi, Akut lymfoblastleukemi av Burkitt's typ"
98273 	"Adult T-cellsleukemi"
98303 	"Plasmacellsleukemi"
98403 	"Erytroleukemi (FAB M6)"
98413 	"Akut erytremi, Di Guglielmos sjukdom"
98423 	"Kronisk erytremi, Heilmeyer-Schöners sjukdom"
98503 	"Annan specificerad leukemi: (Lymfosarkomcellsleukemi)"
985236 	"prolymfocyt-leukemi"
98601 	"Misstänkt leukemi, myeloisk UNS"
98603 	"Myeloisk leukemi, UNS"
98611 	"Misstänkt akut myeloisk leukemi"
98613 	"Akut myeloisk leukemi (AML)"
98313 	"Granulär lymfatisk leukemi"
98323 	"Prolymfocytleukemi, UNS"
98333 	"B-prolymfocytleukemi"
98343 	"T-prolymfocytleukemi"
98353 	"Akut lymfatisk leukemi (ALL),UNS, FAB L1,L2"
98363 	"Prekursor B lymfoblastkeukemi"
98373 	"Prekursor T lymfoblastleukemi"
98623 	"(Subakut myeloisk leukemi)"
98631 	"Misstänkt kronisk myeloisk leukemi"
98633 	"Kronisk myeloisk leukemi"
98663 	"Akut promyelocytleukemi (FAB M3)"
98673 	"Akut myelomonocytleukemi (FAB M4)"
98683 	"Kronisk myelomonocytleukemi (MDS IV)"
98901 	"Misstänkt leukemi, monocytär UNS"
98903 	"Monocytleukemi UNS"
98913 	"Akut monocytleukemi (FABM5)"
98923 	"(Subakut monocytleukemi)"
98933 	"Kronisk monocytleukemi"
99003 	"Mastcellsleukemi"
99103 	"Akut megakaryoblastleukemi (FAB M7),Megakaryocytleukemi"
99303 	"Myelosarkom (Klorom)"
99313 	"Akut panmyelos"
99321 	"Misstänkt myelofibros, akut"
98703 	"Akut basofil leukemi"
98713 	"Akut myeloisk leukemi med inv(16)t(16;16)"
98723 	"Akut myeloblastleukemi med minimal differentiering, FAB M0"
98733 	"Akut myeloblastleukemi utan utmognad, FAB M1"
98743 	"Akut myeloblastleukemi med utmognad, FAB M2"
98753 	"Kronisk myeloisk leukemi, BCR/ABL positiv"
98763 	"Kronisk myeloisk leukemi, atypisk"
98953 	"Akut myeloisk leukemi med multilinjär dysplasi"
98963 	"Akut myeloisk leukemi med t(8;21), FAB M2"
98973 	"Akut myeloisk leukemi med 11Q23avvikelse"
99203 	"Terapi-relaterad AML/MDS"
99323 	"Akut myelofibros"
99401 	"Misstänkt leukemi, hårcells-"
99403 	"Hårcellsleukemi"
99501 	"Polycytaemia vera"
99601 	"Kronisk myeloproliferativ sjukdom UNS"
99611 	"Myelofibros eller myeloskleros"
99621 	"Essentiell trombocytemi"
99701 	"Misstänkt primär malign tumör i lymfoid eller blodbild. vävnad UNS"
99703 	"Primär malign tumör i lymfoid eller blodbildande vävnad UNS"
99711 	"Annan specificerad primär tumöri lymfoid eller blodbildande vävnad"
99713 	"Annan specificerad primär, malign tumör i lymfoid eller blodbildande vävnad"
99811 	"Refraktär anemi utan sideroblaster (MDS I)"
99821 	"Refraktär anemi med sideroblaster (MDS II)"
99831 	"Refraktär anemi med överskott av blaster (MDS III)"
99841 	"Refraktär anemi med sideroblaster i transformation (MDS V)"
99891 	"Myelodysplastiskt syndrom UNS"
99453 	"Kronisk myelomonocytleukemi(KMML)"
99463 	"Juvenil myelomonocytleukemi"
99483 	"Aggressiv NK-cellsleukemi"
99503 	"Polycytemia vera/kronisk erytremi"
99603 	"Kronisk myeloproliferativ sjd, UNS"
99613 	"Kronisk idiopatisk myelofibros (med extramedullär hematopoes)"
99623 	"Essentiell/idiopatisk trombocythemi"
99633 	"Kronisk neutrofil leukemi"
99643 	"Kronisk eosinofil leukemi (inkl hypereosinofilt syndrom)"
99751 	"Myeloproliferativ sjukdom, UNS"
99803 	"Refraktär anemi"
99823 	"Refraktär anemi med ringsideroblaster"
99833 	"Refraktär anemi med blastöverskott"
99843 	"Refraktär anemi i transform MDS V"
99853 	"Refraktär cytopeni med multilinjär dysplasi"
99863 	"Myelodysplastiskt 5q-syndrom"
99873 	"Myelodysplastiskt syndrom, terapirelaterat"
99893 	"Myelodysplastiskt syndrom, UNS"
91741 	"lymfangiomyomatos"
91701 	"Lymfangiosarcom, misst"
81523 	"Glukagonom malignt"
82633 	"Adenocarcinom i tubulovilöst adenom"
84701 	"Misst mucinöst kystadenom"
97341 	"Misstänkt extraskelettalt plasmocytom"
95370 	"meningiom, blandat"
91030 	"Mola/mola hydatidosa (druvbörd) partiell"
93813 	"Gliomatos, cerebri"
81443 	"Adenocarcinom, intestinal typ"
95320 	"Meningiom, fibröst"
83153 	"Glykogen-rik Carcinoma"
90642 	"Germinalcellstumör intratubulär (IGCNU)"
